('with anomalies', 'DREK', 0.7308038201744129, 0.2977932291342465)
('with anomalies', 'DREK', 0.7308038201744129, 0.2977932291342465)
('with anomalies', 'DYSA', 0.8755536362220381, 0.2865738365473727)
('with anomalies', 'DYSA', 0.8755536362220381, 0.2865738365473727)
('with anomalies', 'HOTT', 0.6743377810184175, 0.2811371651398787)
('with anomalies', 'HOTT', 0.6743377810184175, 0.2811371651398787)
('with anomalies', 'LOGR', 0.9270104370169301, 0.29855731310307715)
('with anomalies', 'LOGR', 0.9270104370169301, 0.29855731310307715)
('with anomalies', 'NAUG', 0.6465432582538573, 0.3228711126732595)
('with anomalies', 'NAUG', 0.6465432582538573, 0.3228711126732595)
('with anomalies', 'STOR', 3.6068802642480153, 4.403025046817988)
('with anomalies', 'STOR', 3.6068802642480153, 4.403025046817988)
('with anomalies', 'VIFE', 0.8158701609263149, 0.2743135580210902)
('with anomalies', 'VIFE', 0.8158701609263149, 0.2743135580210902)
('with anomalies', 'VIKS', 0.6769076665301647, 0.0)
('with anomalies', 'VIKS', 0.6769076665301647, 0.0)
('with anomalies', 'APAL', 0.6118017995419475, 0.23827041115603992)
('with anomalies', 'APAL', 0.6118017995419475, 0.23827041115603992)
('with anomalies', 'ASK', 0.5883631182519439, 0.26096760524426005)
('anomalies at ', '2023-10-15T03:45:18.000000Z_ASK')
('with anomalies', 'ASK', 0.5769310566591277, 0.24247593939318657)
('with anomalies', 'DALR', 0.7201780900859527, 0.2164126495055047)
('with anomalies', 'DALR', 0.7201780900859527, 0.2164126495055047)
('with anomalies', 'FJAS', 0.5513228623264955, 0.2769041776626469)
('with anomalies', 'FJAS', 0.5513228623264955, 0.2769041776626469)
('with anomalies', 'FLAT', 0.6549157176606515, 0.32091218803491417)
('with anomalies', 'FLAT', 0.6549157176606515, 0.32091218803491417)
('with anomalies', 'FLUR', 0.7341953480534346, 0.20577139750843843)
('anomalies at ', '2022-04-24T01:45:55.350000Z_FLUR')
('with anomalies', 'FLUR', 0.7171191339145594, 0.1728274640348881)
('with anomalies', 'GODA', 1.3326143559099588, 2.720226279029166)
('anomalies at ', '2015-09-13T08:25:02.850000Z_GODA')
('with anomalies', 'GODA', 0.8037856157984906, 0.3652623986212123)
('with anomalies', 'HOTR', 0.7745781983155074, 0.2868183560319621)
('with anomalies', 'HOTR', 0.7745781983155074, 0.2868183560319621)
('with anomalies', 'HRUR', 0.7780719070491837, 0.3261377147150836)
('with anomalies', 'HRUR', 0.7780719070491837, 0.3261377147150836)
('with anomalies', 'JONG', 0.7755117869094763, 0.25503983199424196)
('with anomalies', 'JONG', 0.7755117869094763, 0.25503983199424196)
('with anomalies', 'JONS', 0.8055085354491629, 0.32898141066084946)
('with anomalies', 'JONS', 0.8055085354491629, 0.32898141066084946)
('with anomalies', 'KATT', 0.6749152276688885, 0.3306561771770528)
('anomalies at ', '2025-08-03T05:48:19.400000Z_KATT')
('with anomalies', 'KATT', 0.6608922939329626, 0.307850808076938)
('with anomalies', 'KLUR', 0.7104291615496813, 0.29060406384286047)
('with anomalies', 'KLUR', 0.7104291615496813, 0.29060406384286047)
('with anomalies', 'LIND', 0.6105643619998293, 0.2994234472741767)
('with anomalies', 'LIND', 0.6105643619998293, 0.2994234472741767)
('with anomalies', 'LOKT', 0.6851900930914843, 0.304230593020105)
('with anomalies', 'LOKT', 0.6851900930914843, 0.304230593020105)
('with anomalies', 'MIDF', 0.5717879152883608, 0.2813172760070955)
('with anomalies', 'MIDF', 0.5717879152883608, 0.2813172760070955)
('with anomalies', 'MOFO', 0.670776042523689, 0.24781302190977167)
('with anomalies', 'MOFO', 0.670776042523689, 0.24781302190977167)
('with anomalies', 'MYNG', 0.8651242168552026, 0.4708428950172324)
('with anomalies', 'MYNG', 0.8651242168552026, 0.4708428950172324)
('with anomalies', 'MYVO', 0.7858362387996894, 0.47921052088865596)
('anomalies at ', '2024-07-18T11:19:22.800000Z_MYVO')
('anomalies at ', '2022-08-07T13:51:41.800000Z_MYVO')
('with anomalies', 'MYVO', 0.7605899434754981, 0.42966840994543926)
('with anomalies', 'OLGR', 0.8387653103952256, 0.3303834692096073)
('with anomalies', 'OLGR', 0.8387653103952256, 0.3303834692096073)
('with anomalies', 'OSVA', 0.7755594133472624, 0.46156289209322504)
('with anomalies', 'OSVA', 0.7755594133472624, 0.46156289209322504)
('with anomalies', 'RIFR', 0.6161769790829946, 0.26824712670833695)
('with anomalies', 'RIFR', 0.6161769790829946, 0.26824712670833695)
('with anomalies', 'RODG', 0.7872884681683943, 0.38569874944847704)
('with anomalies', 'RODG', 0.7872884681683943, 0.38569874944847704)
('with anomalies', 'SOSU', 0.8279669664615568, 0.30534309933812703)
('with anomalies', 'SOSU', 0.8279669664615568, 0.30534309933812703)
('with anomalies', 'STAM', 0.7833090478489693, 0.438157392282057)
('anomalies at ', '2015-12-07T07:59:31.800000Z_STAM')
('with anomalies', 'STAM', 0.762101605013067, 0.40045003568369364)
('with anomalies', 'SVAD', 0.6839192610396655, 0.3810630726954366)
('anomalies at ', '2022-09-18T06:56:45.250000Z_SVAD')
('with anomalies', 'SVAD', 0.652564362593339, 0.3130074027782386)
('with anomalies', 'TOHR', 0.6817004397834558, 0.23910594444465058)
('with anomalies', 'TOHR', 0.6817004397834558, 0.23910594444465058)
('with anomalies', 'TOLI', 0.6450110013322984, 0.3604429179782029)
('anomalies at ', '2023-03-21T16:56:33.950000Z_TOLI')
('with anomalies', 'TOLI', 0.6280403068528227, 0.3341282233036579)
('with anomalies', 'VADA', 0.6851431687862338, 0.47001279888130215)
('anomalies at ', '2025-03-28T06:32:47.800000Z_VADA')
('with anomalies', 'VADA', 0.6353220471895855, 0.3677079583126156)
('with anomalies', 'VBOR', 0.8254793262591155, 0.5718462868527581)
('anomalies at ', '2025-07-20T06:59:13.250000Z_VBOR')
('with anomalies', 'VBOR', 0.7410288846017321, 0.38343804156882294)
('with anomalies', 'VITI', 7.696223622068118, 25.65783927041034)
('anomalies at ', '2023-08-03T01:36:52.800000Z_VITI')
('with anomalies', 'VITI', 0.8427159707839637, 0.8884836154519004)
('with anomalies', 'HELL', 0.7513255115814056, 0.2699553413568185)
('with anomalies', 'HELL', 0.7513255115814056, 0.2699553413568185)
('with anomalies', 'ATOP', 0.7995226163242586, 0.280851318817552)
('with anomalies', 'ATOP', 0.7995226163242586, 0.280851318817552)
('with anomalies', 'OSKV', 0.6653487960648775, 0.21288810564621458)
('with anomalies', 'OSKV', 0.6653487960648775, 0.21288810564621458)
('average_inside_caldera', 0.7681867399386682, 0.06965444473059422)
('average_outside_caldera', 0.7025394839860948, 0.09058784614856316)
